timestamp,cpu_percent,memory_percent,swap_percent,disk_usage_percent,disk_read_bytes_delta,disk_write_bytes_delta,disk_read_count_delta,disk_write_count_delta,bytes_sent_delta,bytes_recv_delta,packets_sent_delta,packets_recv_delta,process_count,new_processes,new_unique_processes,tcp_total,tcp_established,tcp_time_wait,tcp_close_wait,tcp_listen,hour,weekday
2026-08-08 18:03:22,4.6,47.0,3.7,23.4,18,5,0,442368,0,20,0,0,0,0,180,0,0,21,0,0,0,21
2026-08-08 18:03:27,4.8,47.0,3.7,23.4,18,5,0,487424,0,16,0,0,0,0,180,0,0,21,0,0,0,21
2026-08-08 18:03:32,5.1,47.1,3.7,23.4,18,5,16384,462848,1,22,0,0,0,0,180,0,0,21,0,0,0,21
2026-08-08 18:03:37,3.6,47.1,3.7,23.4,18,5,65536,483328,1,16,0,0,0,0,180,0,0,21,0,0,0,21
2026-08-08 18:03:43,3.4,47.1,3.7,23.4,18,5,0,462848,0,22,0,0,0,0,180,0,0,21,0,0,0,21
2026-08-08 18:03:48,3.5,47.1,3.7,23.4,18,5,0,421888,0,20,0,0,0,0,180,0,0,21,0,0,0,21
2026-08-08 18:03:53,3.8,46.9,3.7,23.4,18,5,0,450560,0,16,0,0,0,0,179,0,0,21,0,0,0,21
2026-08-08 18:03:58,4.4,46.9,3.7,23.4,18,5,0,733184,0,49,0,0,0,0,179,0,0,21,0,0,0,21
2026-08-08 18:04:03,4.7,46.8,3.7,23.4,18,5,65536,503808,2,27,0,0,0,0,179,0,0,21,0,0,0,21
2026-08-08 18:04:08,3.7,46.8,3.7,23.4,18,5,32768,389120,1,14,0,0,0,0,179,0,0,21,0,0,0,21
2026-08-08 18:04:13,4.1,47.0,3.7,23.4,18,5,0,503808,0,21,0,0,0,0,179,0,0,21,0,0,0,21
2026-08-08 18:04:19,3.6,46.9,3.7,23.4,18,5,94208,811008,3,74,0,0,0,0,179,0,0,21,0,0,0,21
2026-08-08 18:04:24,4.3,46.8,3.7,23.4,18,5,102400,462848,4,17,0,0,0,0,178,0,0,21,0,0,0,21
2026-08-08 18:04:29,4.3,46.8,3.7,23.4,18,5,0,528384,0,26,0,0,0,0,178,0,0,21,0,0,0,21
